title,view,timeline,youtuber,genre,thumbnail
요즘 애들은 이해 못하는 옛날 일진 패션들ㅋㅋㅋ,540000,11개월 전,주둥이방송,패션,https://i.ytimg.com/vi/Cvwev8Cgw_Y/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBRtHqqe1z40AtLUdJo1vz65oDnMQ
2022 패션 트렌드/ 드디어 큰 흐름이 바뀐다! 새롭게 뜨는 패션은?,540000,10개월 전,옆집언니 최실장 stylist unnie,패션,https://i.ytimg.com/vi/OWXkoCwpQLI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAUJG4njePE9YQkDEuVuGoI06jOxA
What Are People Wearing In New York City? | New York Fashion Week | Vogue,530000,1개월 전,Vogue,패션,https://i.ytimg.com/vi/3ItMs3k_bwY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDHc25Qsu-u1qcZ19Dfmo1gTl5nKg
옷 입을때 컬러 조합..? 이 영상보면 어렵지 않습니다!,530000,7개월 전,스타일가이드 최겨울,패션,https://i.ytimg.com/vi/KpnEuEi8bdU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAyfslZNDNyZwyEF9x6fGLcm6qm8Q
(ENG)멤버의 사복까지 책임지는 짱테이씨!✊🏻 아이사와 세은 여우냥즈🦊🐱 패션센스 보고가잣! | 배달의 프로들2 ep.01,510000,1개월 전,"세상이 사랑하는 패션, 세사패TV",패션,https://i.ytimg.com/vi/N2YAEAAHv8M/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCzp1fpNJIJC_mY0-pQyP25ZLSmUw
채영이의 Vlog | 아이사의 패션 취향을 알아보자❣,500000,9개월 전,STAYC,패션,https://i.ytimg.com/vi/7_P6gQJ0xaA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBj6aJAav4U2nIGdi7-UFRBVE8VlQ
전문가가보는 2022년 신발 트렌드는!?😲【패션토크】,500000,10개월 전,디렉터 짱구대디,패션,https://i.ytimg.com/vi/QRJpSTYAE-8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBRGZ0rC-sxPVzTXRx2Ri-kEHOGFg
일본여행 풀리면 일본거리에서 보게 될 패션,490000,4개월 전,토미의 도쿄일상툰 トミの東京日常まんが,패션,https://i.ytimg.com/vi/TCKjbsqANkc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBQ96oiuNsYkMjOf9YVv_XtAz8y1Q
"[나 혼자 산다] 사복 패션의 아이콘 산다라박🌟 맥시멀리스트의 옷장 공개💓, MBC 211126 방송",490000,11개월 전,MBCentertainment,패션,https://i.ytimg.com/vi/RCqHnUNcZwE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfjd8_n3IXiUAwpFcQdaBg8eaigw
"👊침착맨과 주호민이 함께한 필터 없는 패션 참견 | 헤드폰룩, 데일리룩, 침펄 라이브",490000,3개월 전,오늘의 주우재,패션,https://i.ytimg.com/vi/SBXegmOv5jI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBAhabhBG76K3qR9gjrZSKxy8wWxg
"김여사, 재클린 코스프레! 한 패션스타일리스트 팩폭.. 네티즌들 본격 추적 착수하자 쏟아지는 표절 사진들 (김건희 또 영국 순방 동행 확정, 국민들 걱정 태산)",470000,1개월 전,정치일학,패션,https://i.ytimg.com/vi/O8WQc23EuN4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAaoPL8IBuUj6Jfi2r3-O-q8akg8A
Dolce & Gabbana | Fall Winter 2022/2023 | Full Show,470000,8개월 전,FF Channel,패션,https://i.ytimg.com/vi/Rd9o2-VNVjE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSR4ougC2U9DB9p2CGWl0I5M-1Dg
(ENG)김나영이 요즘 꽂힌 패션아이템! 다 알려드립니다,480000,5개월 전,김나영의 nofilterTV,패션,https://i.ytimg.com/vi/s1674jHKEIo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDk8wULMvvpIRr-VvUGJAA34Zr3gQ
유튜브에서 가장 감성적인 봄패션 룩북,460000,8개월 전,Viewty 룩북 | Viewty Lookbook,패션,https://i.ytimg.com/vi/plDrnI3zxIQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCAehH2MFxv8Oc-MhTgfCT26MXuog
결혼식 민폐 하객룩 피하는 한 끗 차이! 하객 패션 잘 입는 공식 8가지💍 【펄이지엥】,450000,7개월 전,펄이지엥 Pearlysien,패션,https://i.ytimg.com/vi/OKnWGwxpBSc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLByYjx8HChAV_VKp8cSWp00mlzdKA
"💡요즘 내가 주구장창 입고 쓰는 패션 아이템 | 요즘 산것들, 남자 패션 하울, 아식스 운동화, 남자안경",450000,5개월 전,오늘의 주우재,패션,https://i.ytimg.com/vi/To1UX7fXdBg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC2w5C-6M9UrwdFG668u9zV2t42HA
일본에서 앞으로 보게 될 패션,440000,1개월 전,안협소,패션,https://i.ytimg.com/vi/zVNlsUguoYc/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAMkYxROO3Phn-exBpocv3KWtCo-Q
JAY's Fashion Guide - ENHYPEN (엔하이애),440000,5개월 전,ENHYPEN,패션,https://i.ytimg.com/vi/iSqZFozECfg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDopnI0qJXtMmyxWlmZG6diTpyUuw
"[나 혼자 산다] ""기자님들 보세요~😘"" 패션부터 피드까지 힙타 강사 코쿤에게 제대로 취해버린 현무🤪 | #전현무 #코쿤 MBC220617방송",440000,4개월 전,엠뚜루마뚜루 : MBC 공식 종합 채널,패션,https://i.ytimg.com/vi/EzH_x5r9XLA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDT-of-XsCkhfyUvwSQlqgBEAycDQ
20대들아 정신차리라;; 니들 패션이 제일 개성 없어. 놀고들있네 ㅉㅉ,430000,11개월 전,스타일가이드 최겨울,패션,https://i.ytimg.com/vi/0uNbR2i3fTU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBrEt9S5c_uNMhPPHo1Yoi5mjuutg
충격적인 블랙핑크 핑크베놈 MV 패션!가격 실화? [ENG SUB],420000,2개월 전,하빠,패션,https://i.ytimg.com/vi/AMhZSu5q4fU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCxtvpNeaJtGuiPO54RsOp-H0bmxA
여자를 홀리는 남자의 패션,430000,7개월 전,Ripple_S,패션,https://i.ytimg.com/vi/gzONStUKnRc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDuairmNSLM4QRSTMVZokuQ-4RzjA
"자라 신상 패션대결💚🤎5월에 뭐입지? 출근룩, 데이트룩, 페스티벌룩",410000,5개월 전,태리태리 taeritaeri,패션,https://i.ytimg.com/vi/aUR_pnrnMo4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDANMig_wrCIiSUKZGiXoBdUunfrg
나이대별 쉽게 옷 잘 입는 법✔️(10대~50대까지!),410000,3개월 전,AliceFunk 앨리스펑크,패션,https://i.ytimg.com/vi/FWSglI5WQl0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAX-sq7NHTI_RNc_49e_8CVKJmHCQ
2022년에 실제로 입어야 할 베스트 패션 트렌드 12가지!,390000,7개월 전,Shea Whitney,패션,https://i.ytimg.com/vi/s1dRMZ61J8M/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBGHO2xzxpNCcqoZKjaKb7KLq0J1A
"2022 FW 새롭게 뜨는 패션 트렌드 (가을,겨울 쇼핑은 이거 보고 해~😘)",400000,2개월 전,옆집언니 최실장 stylist unnie,패션,https://i.ytimg.com/vi/VZ8Omhh61-c/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAN2qVwbSw20hDmG09SSENE1TUF4A
의외로 많은 여자들이 극혐 하는 패션ㅋㅋㅋ,390000,1개월 전,주둥이방송,패션,https://i.ytimg.com/vi/xgL28BIZFG4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZ0Q362qU-fMCExLqpz8S6xEnZRw
Valentino | Spring Summer 2023 | Full Show,390000,1개월 전,FF Channel,패션,https://i.ytimg.com/vi/B4jrkcZP0vQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbkEXLGkRNypBQUecT3S_O3iKSmA
패션 센스가 빼어날 수(秀)TAYC 아이사 VS 세은 스타일링 대결 | 배달의 프로들 2 EP.1,390000,1개월 전,1theK Originals - 원더케이 오리지널,패션,https://i.ytimg.com/vi/KXm2E2b-St8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoiJqwK4NJlYLR9f_ySAtCESMeiQ
'꾸안꾸' 김건희 여사의 패션 컨셉•퍼스널 컬러는?,390000,5개월 전,뉴스1TV,패션,https://i.ytimg.com/vi/Qq_No2KAXmw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAH5X-qaEDfeMAHbfxvXJOoihgWrQ
[#습보따리] 레전드 슈퍼모델 이소라가 뽑은 돌싱포맨 최고의 패션왕은 누구???🎩🕊ㅣSBS ENTER.,380000,10개월 전,SBS Entertainment,패션,https://i.ytimg.com/vi/VT9FyDY--Jc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBogNwYdo1UdyQvl7kBQZS8h9ya6Q
Spring-Summer 2023 Ready-to-Wear — CHANEL Shows,380000,스트리밍 시간: 1개월 전,CHANEL,패션,https://i.ytimg.com/vi/li6JvF_xvTA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB1L7zYQIIJ0MXZJP2fD6ue0PDpSA
이런 원피스가 유행이라고?/중년패션코디/ 옷 잘입는법 여자/봄 원피스 룩북 스타일링 방법 9가지/Spring summer 2022/dress outfits/outfit ideas,370000,7개월 전,패션 팬아시아 Fashion Pan Asia,패션,https://i.ytimg.com/vi/J0Yv0Oq30OM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDhPrbqRB-bUcrEcamy3MzzipzK3A
"쓰레기로 만들었는데 불티나게 팔리는 패션 아이템, 프라이탁 이야기 / 소비더머니",370000,1개월 전,소비더머니,패션,https://i.ytimg.com/vi/9VJQlUGcn7g/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLASoYMlCqT3a0x4Di4rzSRf9ITrZg
"(Haul) 특별한 6가지 겨울 패션 룩북 Winter Lookbook🎅🏻가성비 좋은 패딩, 무스탕, 겨울 코트 추천, 기모 조거, 모이블레슬랙스, 루에브르, 겨울 데일리룩",350000,10개월 전,la sagesse지혜,패션,https://i.ytimg.com/vi/tCzqAq7YK9c/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCWLIbYrGxlqsdEGAuRFpzCzorSKw
🔎 그 가방 어디 거예요? ㅈㅂㅈㅇ | 패션회사 직원들은 어떤 가방을 멜까? 🤔 | daily bag 추천!,350000,4개월 전,LF랑 놀자,패션,https://i.ytimg.com/vi/2v4AKcp41oY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCOTGpxRZWLy5F0LmhSVLzhmt3dAg
키작녀가 피해야할 옷2/중년키작녀패션코디 /중년패션코디/키커보이는 코디 여자 핵심 4가지 /옷잘입는법여자,350000,2개월 전,패션 팬아시아 Fashion Pan Asia,패션,https://i.ytimg.com/vi/3H7ppKRPsXk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_LAVGIqLKzo-a1xGRL6wNMobFPw
[출근룩#8] 출 투더 근 투더 룩 🐳🐬🐋 패션회사 여름 데일리룩 릴레이💙,340000,3개월 전,알꽁티브이 [ArrkkongTV],패션,https://i.ytimg.com/vi/Kw97cTbOk-0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLABm0D15Tf8KXof9ryBZkPNWT7PRA
"[나 혼자 산다] 디자인은 중요하지 않다 현무의 패션 철학은 ❓❗, MBC 220610 방송",340000,4개월 전,MBCentertainment,패션,https://i.ytimg.com/vi/QfJZJ-Zu_RI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5KMFASaTNbACLD8zw4Kf9QHl6og
"왜 전세계 셀럽들은 이 캐리어를 끌고 다닐까? 공항패션에도 명품이 있다, 리모와 이야기 / 소비더머니",350000,3개월 전,소비더머니,패션,https://i.ytimg.com/vi/6QMaLM-wojA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLALlBUr_TgrbjX50cZGViD6QBXlow
패션고자 탈출하는 법ㅋㅋㅋ,340000,6개월 전,주둥이방송,패션,https://i.ytimg.com/vi/OkaI3zLqEO8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDodCiAtpG0AzA2Cr0Nf5gzaiy2sA
옷 잘 입는 사람들의 가디건 코디 비밀✔︎ 1+1보다 쉬운 실패 없는 패션 공식✅,340000,1개월 전,AliceFunk 앨리스펑크,패션,https://i.ytimg.com/vi/PCxP4woVfcE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAW3oA1MhBUk2Da04wRI4Xdi1boTQ
패션은 거들뿐! 멋보다 웃음을 택한 비투비가 코디한 가을룩은?? | 배달의 프로들2 EP.2,340000,4주 전,1theK Originals - 원더케이 오리지널,패션,https://i.ytimg.com/vi/BoSbEGUYS1Y/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDkwfTfMbSWedCYZeJQ2iKESFHz4Q
"[나 혼자 산다] 현무에게 알려주는 코드 쿤스트의 패션 철학! 🤩 브랜드 사대주의 VS 브랜드 초월주의, MBC 220610 방송",330000,4개월 전,MBCentertainment,패션,https://i.ytimg.com/vi/KiObmKym-8A/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB5MMLBoij94mUqbu-fQ4vSa9bgBQ
가을겨울 신상 패션대결🍂꾸꾸꾸부터 꾸안꾸 데일리룩까지 LOOK6,330000,2주 전,태리태리 taeritaeri,패션,https://i.ytimg.com/vi/uVfITqXlEeY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBoRNo_sFjVyWmBTfu6u6Ir0GUlhQ
핵인싸 초딩은 학교갈때 어떻게 입을까!? 구독자 등교패션 대회,330000,8개월 전,백앤아-남매튜브,패션,https://i.ytimg.com/vi/YNZrwl04824/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAj2cEp5WMRvciWW5xEu0SpUrxXnw
"김건희 여사, 스페인 한국문화원서 K패션 격려.. 첫 공개 일정 [엠픽]",330000,4개월 전,MBN News,패션,https://i.ytimg.com/vi/iL0ovLHld8U/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBRZSh69INenqB6NHpg4mNUHQDcyQ
일진 패션 입었으면 진짜 일진일까? | 응사이트 ep.1,320000,11개월 전,흥마늘 스튜디오,패션,https://i.ytimg.com/vi/xBpk4IoSVyU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCFRoYocBu8SdnrDYRmPBzky3DvsQ
코디 미쳤ㄷ.. 옷잘알들의 요즘 가을 코디,320000,3주 전,깡스타일리스트,패션,https://i.ytimg.com/vi/Zgl3EeNdGSs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBn8KiDlp2_hV9QjjDa_wSO2QGPLA
"2022 하반기 패션의 큰흐름_""지는 꾸안꾸, 뜨는 꾸꾸꾸?"" 분위기가 바뀌네요‼️일상의 회복🧡",320000,2개월 전,Bora Claire,패션,https://i.ytimg.com/vi/ehrHWLl61xU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBAgYUMUveXNsg7VT4zeP2O7brKgg
[05학번이즈백] 서울패션위크에 혁이형이 등장했습니다… (촬영: 김수민),320000,3주 전,피식대학Psick Univ,패션,https://i.ytimg.com/vi/oA6knAuE-ZU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD1d7LT5VOMw65PvYFKm8rTowP9uA
[ENG] vlog 이청아가 애정하는 패션템 공개 (what's in my 캐리어) 👀,310000,1개월 전,ㅇㅊㅇ ㅇㅌㅂ,패션,https://i.ytimg.com/vi/CLGP89TRQSE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxK86G4jq70q_N1WdvV0ngpOtVng
요즘 일진들 패션 특징ㅋㅋㅋ,300000,2개월 전,주둥이방송,패션,https://i.ytimg.com/vi/H4gy_yhH2zg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDa9Y0S66y2Gk32FT6gYSqcHwPKjw
Vintage in Pills EMANUEL UNGARO Couture Spring 2001 - Fashion Channel,300000,4개월 전,Fashion Channel,패션,https://i.ytimg.com/vi/q6vSo-Rt6UA/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDCX54OTOfPy26oVH8f7MHaBf_7AA
SUB) 한국남자 패션 국룰!! 외국인 여친 생기는 찐 K-남자 스타일! [룩개팅],320000,11일 전,스튜디오 잼스터,패션,https://i.ytimg.com/vi/Yw0uEdHwBBQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD1mEbuC4UAiHYFuXon0I3lujLMYg
10 Wearable Fashion Trends That Will Be HUGE in 2023!,290000,3개월 전,The Style Insider,패션,https://i.ytimg.com/vi/2_o7E7_zPfI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCcA02VJWBIvappaEiIN6n3xkItfw
남자 중학생 패션 모음 😱 가오와 허세가......아주....,290000,2개월 전,쩡대의 패션하우스,패션,https://i.ytimg.com/vi/RLj-rmVSNpU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBAWd9WnN-4j1yKVKMI4rB6HpcfEw
패션우울증을 아시나요?,290000,8개월 전,닥터프렌즈,패션,https://i.ytimg.com/vi/u9V2SiZgAgE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBn_1eb24IuxA7GNSnXJOKasxuEjg
"👊패션 참견 2022 최신판 | 데일리룩, 남자 봄코디, 여자 봄코디, 여자패션",280000,8개월 전,오늘의 주우재,패션,https://i.ytimg.com/vi/HFnGYgMwygM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBTFaMN0UO80gS_EBlgYO6xIYpm_w
[정치톡톡] 김건희 패션 외교 / 대통령 지지율 하락 / 민주 당권경쟁 다각화 [MBN 뉴스7],280000,4개월 전,MBN News,패션,https://i.ytimg.com/vi/enCJC4PI_wc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3vuztJOkx2CvNHqJjnU_l2N-c0Q
부티나지 않는 패션은?/중년패션코디/ 싼티나는 여자/ 옷 코디 잘하는법의 패션실수,280000,10개월 전,패션 팬아시아 Fashion Pan Asia,패션,https://i.ytimg.com/vi/lFzX7WGn5WY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCFfi2qMpDUYQBRkGeGwSXouWTyDQ
'떴다' 하면 '완판'! 셀럽 부럽지 않은 김건희 여사의 패션 스타일은? 👩‍💼👗,280000,5개월 전,메종레아 MaisonRhea,패션,https://i.ytimg.com/vi/UvnfSLaT4_s/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB2P6b8I4qDi_B-JFqZ0_2eyRVVVQ
겨울옷 사기전에 보자! 겨울 가장 먼저 사야하는 옷들 [패션우선순위],270000,2주 전,깡스타일리스트,패션,https://i.ytimg.com/vi/F9P37-iWphA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6941yJB_wP1Y7bWZ5YvwW2wPUlA
2022년 큰거온다.. 올해 유행할 패션트렌드,260000,10개월 전,깡스타일리스트,패션,https://i.ytimg.com/vi/0GniwxDmjYw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBxUOJSXKYS79qwWSolgNtlvOowow
남자들이 좋아하는 여자 여름 패션 [2탄] 이런 걸 좋아한다고??,260000,5개월 전,마선생,패션,https://i.ytimg.com/vi/a8Pm-z-VHpU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDjcV22a_hNLbb4sUn132gnpefEqw
"(합성X) 손흥민 선수라니..😵 같이 얘기해 본 이 남자의 자기관리 방법들 (패션, 헤어, 식단)",260000,13일 전,스완SWAN_비욘드그루밍,패션,https://i.ytimg.com/vi/YEVT1WflEro/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCXI8ztB4lQi_3yt5p0oJSmLd58Ng
가디건이 유행이라고? /중년패션코디/ 옷 잘입는법 여자 /패션/ 스타일링 여자,260000,7개월 전,패션 팬아시아 Fashion Pan Asia,패션,https://i.ytimg.com/vi/qh1we3DGNCI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCwAwhi2n4sTtASjXuoUACO0BXFeQ
"(Haul) 봄 패션 완전 정복! 6가지 봄 룩북🌷쇼핑몰 하울, 다잉데님, 레더자켓, 스트라이프 셔츠, 반팔 니트, 다잉데님, 베지터블, 언더비, spring lookbook",260000,8개월 전,la sagesse지혜,패션,https://i.ytimg.com/vi/lzjerZY4cik/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoC31RaXeaQ5VZIqDX39L-PLI51w
10~40대까지 가을 옷 잘입는 남자들,260000,1개월 전,깡스타일리스트,패션,https://i.ytimg.com/vi/VFzrEP2Qfrc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-QJmgA9pbbHkTkYOjcnA-a3ZBQA
"[농카발굴단] 친환경 패션 브랜드 엘에이알에 강남&이창호 출동! 지속 가능한 환경, 패션을 위해 언제나 주변을 돌아보는 착한 가게를 소개합니다! (feat. 댓글 이벤트)",250000,2개월 전,NH농협카드,패션,https://i.ytimg.com/vi/iyHyLJYmjRs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLChyEYk0f8t8ifMQkAQzBow-u7CRQ
"👗🐹패완혬의 드라마틱한 패스트패션 브랜드 옷 입어보기(ft.이민규 스타일리스트) l ZARA, H&M, & Other Stories",250000,11개월 전,강혜원,패션,https://i.ytimg.com/vi/D4M3xH5V3xI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCAXl3Hmo7jcdjkpRJRaDRdWmwDhw
남자들이 좋아하는 여자 여름 패션ㅣ호불호 없이 먹히는 여자 여름코디,240000,5개월 전,마선생,패션,https://i.ytimg.com/vi/0buQVbmUIDE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBBgtIc0dMzSGb3s-XXldxcFczfIg
연예인들의 연예인..외국 스타일리스트가 GD 패션을 보고 충격받은 이유,240000,8개월 전,헤이데이 Heyday,패션,https://i.ytimg.com/vi/VKBdRr0GffY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCyKawjxFKnsD9jy1TSo48yKKmqYQ
